ID,SMILES,IC50_nM,pIC50,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,QED,Vina_Score,CNN_Score,CNN_Affinity
7459,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3400.0,5.468521082957745,286.23900000000003,2.2824000000000004,4,6,111.13,0.5106223467843569,37.5570374,0.750582397,4.74045181
50441191,O=C(CCC(c1ccc(F)c(F)c1)P(=O)(O)O)NO,3400.0,5.468521082957745,295.178,1.4691999999999994,4,3,106.86,0.3736804012771976,-6.02385569,0.504702389,5.40909624
7457,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,3500.0,5.455931955649724,286.23900000000003,2.2824000000000004,4,6,111.13000000000002,0.5106223467843569,-5.04423475,0.684633315,5.14250135
50437805,NC(=O)c1cncc(C(=O)N(O)CCCP(=O)(O)O)c1,3600.0,5.443697499232712,303.211,-0.4202999999999998,4,5,154.04999999999998,0.3158460744607077,-8.32318497,0.953272223,6.42834902
50044971,Cc1ccc(Oc2ccc(NC(=O)CN3C(=O)C(=Cc4cccc(O)c4O)SC3=S)cc2)cc1,3600.0,5.443697499232712,492.57800000000026,5.038420000000004,3,7,99.1,0.2519094616472737,1.03632545,0.312637568,5.47385836
50044975,O=C(CN1C(=O)C(=Cc2ccc(O)c(O)c2)SC1=S)NO,3800.0,5.42021640338319,326.3550000000001,0.8043999999999993,4,7,110.1,0.2137798605807651,41.5796776,0.534440815,4.49072266
50441200,Cc1ccc(C(OCC(=O)N(C)O)P(=O)(O)O)cc1,4000.0,5.3979400086720375,289.224,1.03552,3,4,107.3,0.4244350927796438,-6.55995989,0.774255097,5.24869013
50135835,O=P(O)(O)C(Nc1nccc2ccccc12)P(=O)(O)O,4000.0,5.3979400086720375,318.16200000000003,1.2856999999999996,5,4,139.98000000000002,0.5311235607102525,-6.99954605,0.66167742,5.1105485
50135835,O=P(O)(O)C(Nc1nccc2ccccc12)P(=O)(O)O,4000.0,5.3979400086720375,318.16200000000003,1.2856999999999996,5,4,139.98000000000002,0.5311235607102525,-6.99954605,0.66167742,5.1105485
59100,Cc1ccc(Oc2ccc(NC(=O)CN3C(=O)C(=Cc4ccc(O)c(O)c4)SC3=S)cc2)cc1,4100.0,5.3872161432802645,492.5780000000002,5.038420000000004,3,7,99.1,0.2519094616472737,-1.0443331,0.698114097,6.10957575
50028380,CN(O)C(=O)CCCC(c1ccccc1)P(=O)(O)O,4300.0,5.366531544420414,287.25200000000007,1.9233,3,3,98.07,0.421637453264114,-6.06830168,0.76908344,5.69992971
50528595,CN(O)C(=O)CS(=O)(=O)C(c1cc(F)cc(F)c1)P(=O)(O)O,4300.0,5.366531544420414,359.24300000000005,0.4035000000000003,3,5,132.21,0.3938194559994434,-8.11515045,0.849657536,5.49182081
