ID,SMILES,IC50_nM,pIC50,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,QED
50422653,O=C(CN(Cc1ccccc1)CP(=O)(O)O)NO,1820.0,5.739928612014925,274.213,0.12919999999999943,4,4,110.10000000000001,0.3332552462547056
7460,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1900.0,5.721246399047171,302.238,1.988,5,7,131.36,0.4341904402990982
50437804,O=C(c1ccc2ccccc2c1)N(O)CCCP(=O)(O)O,2000.0,5.698970004336019,309.258,2.2390000000000017,3,3,98.07000000000001,0.4468315064501554
50422666,O=C(c1ccccc1)N(O)CCCP(=O)(O)O,2000.0,5.698970004336019,259.1979999999999,1.0857999999999999,3,3,98.07000000000001,0.4173842734650188
50028362,COc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1,2000.0,5.698970004336019,303.25100000000003,1.5417999999999998,3,4,107.30000000000001,0.41786744079266797
50441197,CN(O)C(=O)CCC(c1ccccc1)P(=O)(O)O,2000.0,5.698970004336019,273.225,1.5331999999999997,3,3,98.07000000000001,0.4291274758078082
50009001,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,2200.0,5.657577319177793,270.24,2.5768000000000004,3,5,90.89999999999999,0.5910546660911952
50422646,CC(=O)N(O)C1CCC(P(=O)(O)O)C1,2344.0,5.630042392653947,223.165,0.3229000000000001,3,3,98.07000000000001,0.3555722375396106
50181153,CC(=O)N(O)CCCP(=O)(O)O,2390.0,5.621602099051862,197.127,-0.20809999999999984,3,3,98.07000000000001,0.328855787955969
50422645,O=C(c1ccc(-c2ccccc2)cc1)N(O)CCCP(=O)(O)O,2399.0,5.619969752032169,335.29600000000005,2.7528000000000024,3,3,98.07000000000001,0.4282811396126585
50028373,COc1ccc(C(OCC(=O)N(C)O)P(=O)(O)O)cc1,2800.0,5.552841968657781,305.223,0.7357,3,5,116.53,0.40286508982277613
50185362,CCC(=O)N(O)CC1CC1P(=O)(O)O,3000.0,5.522878745280337,223.165,0.1804,3,3,98.07000000000001,0.35851905444717874
50044976,O=C(O)CN1C(=O)C(=Cc2ccc(O)c(O)c2)SC1=S,3100.0,5.508638306165727,311.34000000000003,1.3836,3,6,98.07000000000001,0.44053911465376344
50044967,O=C(CN1C(=O)C(=Cc2ccc(O)c(O)c2)SC1=S)Nc1ccc(Oc2ccc(Cl)cc2)cc1,3200.0,5.494850021680094,512.9960000000002,5.3834000000000035,3,7,99.10000000000001,0.23139085070724882
50044973,O=C(CN1C(=O)C(=Cc2cccc(O)c2O)SC1=S)Nc1ccc(Oc2ccc(Cl)cc2)cc1,3300.0,5.481486060122113,512.9960000000003,5.3834000000000035,3,7,99.10000000000001,0.23139085070724882
701274,CC(=O)N(O)CC=CP(=O)([O-])O,3310.0,5.480172006224281,194.10299999999998,-0.7165000000000001,2,4,100.9,0.3505643468516439
7459,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3400.0,5.468521082957745,286.23900000000003,2.2824000000000004,4,6,111.13000000000001,0.5106223467843569
50441191,O=C(CCC(c1ccc(F)c(F)c1)P(=O)(O)O)NO,3400.0,5.468521082957745,295.178,1.4691999999999994,4,3,106.86000000000001,0.3736804012771976
7457,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,3500.0,5.455931955649724,286.23900000000003,2.2824000000000004,4,6,111.13000000000002,0.5106223467843569
50437805,NC(=O)c1cncc(C(=O)N(O)CCCP(=O)(O)O)c1,3600.0,5.443697499232712,303.21099999999996,-0.4202999999999998,4,5,154.04999999999998,0.3158460744607077
50044971,Cc1ccc(Oc2ccc(NC(=O)CN3C(=O)C(=Cc4cccc(O)c4O)SC3=S)cc2)cc1,3600.0,5.443697499232712,492.57800000000026,5.038420000000004,3,7,99.10000000000001,0.2519094616472737
50044975,O=C(CN1C(=O)C(=Cc2ccc(O)c(O)c2)SC1=S)NO,3800.0,5.42021640338319,326.3550000000001,0.8043999999999993,4,7,110.10000000000001,0.21377986058076512
50441200,Cc1ccc(C(OCC(=O)N(C)O)P(=O)(O)O)cc1,4000.0,5.3979400086720375,289.224,1.03552,3,4,107.30000000000001,0.4244350927796438
50135835,O=P(O)(O)C(Nc1nccc2ccccc12)P(=O)(O)O,4000.0,5.3979400086720375,318.16200000000003,1.2856999999999996,5,4,139.98000000000002,0.5311235607102525
50135835,O=P(O)(O)C(Nc1nccc2ccccc12)P(=O)(O)O,4000.0,5.3979400086720375,318.16200000000003,1.2856999999999996,5,4,139.98000000000002,0.5311235607102525
59100,Cc1ccc(Oc2ccc(NC(=O)CN3C(=O)C(=Cc4ccc(O)c(O)c4)SC3=S)cc2)cc1,4100.0,5.3872161432802645,492.5780000000002,5.038420000000004,3,7,99.10000000000001,0.2519094616472737
50028380,CN(O)C(=O)CCCC(c1ccccc1)P(=O)(O)O,4300.0,5.366531544420414,287.25200000000007,1.9232999999999996,3,3,98.07000000000001,0.421637453264114
50528595,CN(O)C(=O)CS(=O)(=O)C(c1cc(F)cc(F)c1)P(=O)(O)O,4300.0,5.366531544420414,359.24300000000005,0.4035000000000003,3,5,132.21,0.3938194559994434
50044976,O=C(O)CN1C(=O)C(=Cc2ccc(O)c(O)c2)SC1=S,4400.0,5.356547323513812,311.34000000000003,1.3836,3,6,98.07000000000001,0.44053911465376344
50528597,COc1cc(OC)cc(C(SCC(=O)N(C)O)P(=O)(O)O)c1,4400.0,5.356547323513812,351.31700000000006,1.4608999999999999,3,6,116.53,0.38401010943876773
50528601,COc1cc(OC)cc(C(P(=O)(O)O)S(=O)(=O)CC(=O)NO)c1,4500.0,5.346787486224656,369.28800000000007,-0.19970000000000032,4,7,159.45999999999998,0.28982806099162434
50441203,CN(O)C(=O)COC(c1ccc(F)c(F)c1)P(=O)(O)O,4600.0,5.337242168318426,311.177,1.0053,3,4,107.30000000000001,0.425373460924977
50335492,O=P(O)(O)Cc1ccccn1,4600.0,5.337242168318426,173.10800000000003,0.7592999999999999,2,2,70.42,0.6474058382589236
50422670,O=C(NCC(=O)N(O)CCCP(=O)(O)O)c1ccc(OC(F)(F)F)cc1,5129.0,5.289967300934246,400.24600000000015,1.1005999999999996,4,5,136.4,0.29142758493740173
50044975,O=C(CN1C(=O)C(=Cc2ccc(O)c(O)c2)SC1=S)NO,6100.0,5.214670164989233,326.3550000000001,0.8043999999999993,4,7,110.10000000000001,0.21377986058076512
50422659,O=CN(O)CC(Cc1ccccc1)CP(=O)(O)O,6457.0,5.189969213594161,273.22499999999997,0.8706,3,3,98.07000000000001,0.2962132542880731
50422643,CCCC(CCN(O)C(C)=O)P(=O)(O)O,6607.0,5.179995693191682,239.20799999999997,0.9606000000000001,3,3,98.07000000000001,0.3640787874314454
50422654,CC(C)C(CCN(O)C=O)P(=O)(O)O,6607.0,5.179995693191682,225.18099999999998,0.4263999999999997,3,3,98.07000000000001,0.26329138397583995
50081650,CN(O)C(=O)CC(CCCCc1ccccc1)CP(=O)([O-])O,6670.0,5.175874166083451,328.3250000000001,1.799,2,4,100.9,0.311456718783737
50437801,O=C(c1ccccc1Cc1cccs1)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,7000.0,5.154901959985743,500.3400000000002,5.7862000000000045,3,4,98.07000000000001,0.2068358800158247
50115109,O=P(O)(O)C(Nc1ccc(Cl)cn1)P(=O)(O)O,7000.0,5.154901959985743,302.547,0.7858999999999998,5,4,139.98000000000002,0.5140544022587138
50422642,O=C(NCC(=O)N(O)CCCP(=O)(O)O)C1CC1,7079.0,5.15002808767115,280.2169999999999,-0.7018000000000001,4,4,127.17000000000002,0.2772296523913567
50335490,O=P(O)(O)Cc1ccncc1,7100.0,5.1487416512809245,173.108,0.7592999999999999,2,2,70.42,0.6474058382589235
50081647,CC(CC(=O)N(C)O)CP(=O)(O)O,7130.0,5.146910470148135,211.154,0.037899999999999934,3,3,98.07000000000001,0.34614358551625257
50437796,O=C(c1ccccc1OC(F)(F)F)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,8000.0,5.096910013008056,488.1820000000001,5.032500000000003,3,4,107.30000000000001,0.2868343746306548
50422671,CCCC(CCN(O)C=O)P(=O)(O)O,8128.0,5.090016305060156,225.18099999999998,0.5704999999999998,3,3,98.07000000000001,0.2544780057113888
50528590,Cc1ccc(C(SCC(=O)NO)P(=O)(O)O)cc1,8200.0,5.086186147616283,291.26500000000004,1.4099199999999996,4,4,106.86000000000001,0.37107725269409003
50437802,O=C(c1ccccc1C(F)(F)F)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,9000.0,5.045757490560675,472.18300000000005,5.152700000000004,3,3,98.07000000000001,0.3069989056369606
50422664,NC(CCP(=O)(O)O)C(=O)NO,9772.0,5.010016541698601,198.115,-1.6131000000000004,5,4,132.88,0.20942028187884948
50335491,O=P(O)(O)Cc1cccnc1,10000.0,5.0,173.108,0.7592999999999999,2,2,70.42,0.6474058382589235
50081649,CN(O)C(=O)CC(CCCc1ccccc1)CP(=O)([O-])O,10350.0,4.985059650207063,314.29800000000006,1.4088999999999998,2,4,100.9,0.429054101046435
50422676,CC(C)(C)C(=O)N(O)CCCP(=O)(O)O,10965.0,4.959991363986458,239.20799999999997,0.8180999999999998,3,3,98.07000000000001,0.3829947863954373
50028381,CN(O)C(=O)CCC(NC(=O)c1ccccc1)P(=O)(O)O,11000.0,4.958607314841775,316.25000000000006,0.5479999999999997,4,4,127.17000000000002,0.34464967363655274
