ligand_id,status,method,mensagem
50422663,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=13.
50422664,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=12.
50422665,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=14.
50422666,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=17.
50422669,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=13.
50422670,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=26.
50422671,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=14.
50422672,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=26.
50422673,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=18.
50422674,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=14.
50422676,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=15.
50422677,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=13.
50437792,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=31.
50437793,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=31.
50437794,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=31.
50437796,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=30.
50437797,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=25.
50437801,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=31.
50437802,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=29.
50437803,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=26.
50437804,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=21.
50437805,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=20.
50437806,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=17.
50441189,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=18.
50441191,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=19.
50441192,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=17.
50441193,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=19.
50441194,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=22.
50441195,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=20.
50441196,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=20.
50441197,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=18.
50441200,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=19.
50441201,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=22.
50441202,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=20.
50441203,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=20.
50441204,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=18.
50441205,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=19.
50441206,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=19.
50441207,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=17.
50441208,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=19.
50441209,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=22.
50441210,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=20.
50441211,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=20.
50445564,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=12.
50459310,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=11.
50459311,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=12.
50528590,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=18.
50528591,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=24.
50528593,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=20.
50528595,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=22.
50528597,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=22.
50528598,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=19.
50528600,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=22.
50528601,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=23.
50528602,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=19.
50528603,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=21.
59100,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=34.
701278,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=25.
7457,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=21.
7459,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=21.
7460,ok,PDB_Fallback,Falha no Template (átomos diferem). Usando PDB puro. Estereo 3D aplicada (replaceExistingTags=True). N_atoms=22.
